nl,code
"password set to auth_password, fail_silently set to fail_silently as arguments, assign the result to connection. call the EmailMessage function wit subject, message, sender, recipient and connection set to connection,","messages = [ EmailMessage ( subject , message , sender , recipient , connection = connection ) for subject , message , sender , recipient in datatuple ]"
"for every subject, message, sender and recipient in datatuple, store the results in the messages list. return evaluated result of the method connection.send_messages with messages as argument.",return connection . send_messages ( messages )
"define the function mail_admins with subject, message, fails_silently set to boolean False, connection set to None,","def mail_admins ( subject , message , fail_silently = False , connection = None , html_message = None ) :"
"if settings.ADMINS is false,",if not settings . ADMINS :
return nothing.,return
"call the function EmailMultiAlternatives with settings.EMAIL_SUBJECT_PREFIX and subject converted to strings and concatenated,","mail = EmailMultiAlternatives ( '%s%s' % ( settings . EMAIL_SUBJECT_PREFIX , subject ) , message , settings . SERVER_EMAIL , [ a [ 1 ] for a in settings . ADMINS ] , connection = connection )"
"message, settings.SERVER_EMAIL, list of second elements of a for every a in settings.Managers and connection set to connection, as arguments, assign the result to mail. if html_message is true,",if html_message :
call method mail.attach_alternative as html_message and string 'text/hmtl' as arguments.,"mail . attach_alternative ( html_message , 'text/html' )"
call the mail.send method with fail_silently=fail_silently as argument.,mail . send ( fail_silently = fail_silently )
"define the function mail_managers with subject, message, fails_silently set to boolean False, connection set to None,","def mail_managers ( subject , message , fail_silently = False , connection = None , html_message = None ) :"
"if settings.MANAGERS does not exist,",if not settings . MANAGERS :
return nothing.,return
"call the function EmailMultiAlternatives with settings.EMAIL_SUBJECT_PREFIX and subject converted to strings and concatenated,","mail = EmailMultiAlternatives ( '%s%s' % ( settings . EMAIL_SUBJECT_PREFIX , subject ) , message , settings . SERVER_EMAIL , [ a [ 1 ] for a in settings . MANAGERS ] , connection = connection )"
"message, settings.SERVER_EMAIL, list of second elements of a for every a in settings.Managers and connection set to connection, as arguments, assign the result to mail. if html_message is true,",if html_message :
call the mail.attach_alternative method with html_message and string 'text/html' as arguments.,"mail . attach_alternative ( html_message , 'text/html' )"
call the mail.send method with fail_silently set to fail_silently as argument.,mail . send ( fail_silently = fail_silently )
derive the class BaseEmailBackend from the object base class.,class BaseEmailBackend ( object ) :
"define the method __init__ with arguments: self, fail_silently set to boolean False and unpacked dictionary kwargs.","def __init__ ( self , fail_silently = False , ** kwargs ) :"
substitute fail_silently for self.fail_silently.,self . fail_silently = fail_silently
define the method open with argument self.,def open ( self ) :
do nothing.,pass
define the method close with argument self.,def close ( self ) :
do nothing,pass
define the method __enter__ with argument self.,def __enter__ ( self ) :
call the method self.open.,self . open ( )
return self.,return self
"define the method __exit__ with arguments: self, exc_type, exc_value and traceback.","def __exit__ ( self , exc_type , exc_value , traceback ) :"
call the method self.close.,self . close ( )
define the method send_messages with arguments self and email_messages.,"def send_messages ( self , email_messages ) :"
raise an NotImplementedError exception with argument string 'subclasses of BaseEmailBackend must override send_messages() method'.,raise NotImplementedError ( 'subclasses of BaseEmailBackend must override send_messages() method' )
import module sys.,import sys
import module threading.,import threading
from django.core.mail.backends.base import BaseEmailBackend into default name space.,from django . core . mail . backends . base import BaseEmailBackend
from django.utils import six into default name space.,from django . utils import six
derive the class EmailBackend from the BaseEmailBackend base class.,class EmailBackend ( BaseEmailBackend ) :
"define the __init__ method with arguments: self, unpacked list args and unpacked dictionary kwargs.","def __init__ ( self , * args , ** kwargs ) :"
"pop the value under the 'stream' key of the kwargs dictionary, if it exists replace it for self.stream, if not replace sys.stdout for self.stream.","self . stream = kwargs . pop ( 'stream' , sys . stdout )"
"call the method threading.RLock, substitute the result for self._lock.",self . _lock = threading . RLock ( )
"call the __init__ method from the base class of the EmailBackend class, with arguments: unpacked list args and unpacked dictionary kwargs.","super ( EmailBackend , self ) . __init__ ( * args , ** kwargs )"
define the method write_message with arguments self and message.,"def write_message ( self , message ) :"
"call the method message.message, substitute the result for msg.",msg = message . message ( )
"call the method msg.as_bytes, substitute the result for msg_data.",msg_data = msg . as_bytes ( )
"if six.PY3 is boolean True,",if six . PY3 :
"if method msg.get_charset evaluates to true, call the get_output_charset method on the return value of the msg.get_charset method, substitute the result for charset, otherwise if it is false, substitute the string 'utf-8' for charset.",charset = msg . get_charset ( ) . get_output_charset ( ) if msg . get_charset ( ) else 'utf-8'
